Subject,grid,Concept,English Term,Arabic Term,Other Possible Translations
Mathematics,,,Bayes theorem,نظرية بايز,
Mathematics,,,Beam,سقالة,
Mathematics,,,Bearing,الاتجاه الزاوي,
Mathematics,,,Benchmark,قيمة عددية مميزة,
Mathematics,,,Benchmark Fraction,الكسور المرجعية,
Mathematics,,,Benchmark fractions,كسور مرجعية,
Mathematics,,,Benchmarks,نقاط مرجعية أو قيم مرجعية,
Mathematics,,,beta,\beta,
Mathematics,,,Biased,متحيز,
Mathematics,,,Bijective function = one-to-one correspondence function (one-to-one and onto),دالة تناظر أحادي,
Mathematics,,,Binomial,ذات الحدين,
Mathematics,,,Binormal Vector,متجه ثنائي التعامد,
Mathematics,,,bisection method,طريقة التنصيف,
Mathematics,,,bivariate,ثنائية المتغير,
Mathematics,,,Boundary,حد,
Mathematics,,,Boundary conditions,الشروط الحدية,
Mathematics,,,Boundary line,مستقيم حدي,
Mathematics,,,bounded property for integral,خاصية متباينة القيمة العظمى والصغرى للتكامل المحدد,
Mathematics,,,Bound vector,متجه محدد بطرفيه,
Mathematics,,,Box and whisker plot,التمثيل بالصندوق وطرفيه,
Mathematics,,,Box plot,رسم أو مخطط صندوقي,
Mathematics,,,Break up and bridge,التحليل والتجميع,
Mathematics,,,c,\theh,
Mathematics,,,c,\textrm{مح},
Mathematics,,,c,\jeemi\prime,
Mathematics,,,c,\meem,
Mathematics,,,C,\yeh,
Mathematics,,,C,\jeemi,
Mathematics,,,C,\waw,
Mathematics,,,C,\ain,
Mathematics,,,C,\dotlessqaft,
Mathematics,,,C,\kafi,
Mathematics,,,Capacity,سعة,
Mathematics,,,Capacity,السعة,
Mathematics,,,Capstan holder,حامل كابستان,
Mathematics,,,Cardinal Directions,الاتجاهات الأصلية الأربعة,
Mathematics,,,Cardinality,الكاردينالية,
Mathematics,,,Cardinal numbers,الأعداد الكاردينالية,
Mathematics,,,Cardioid,منحنى قلبي,
Mathematics,,,Carrying capacity,السعة الاستيعابية,
Mathematics,,,Cartesian coordinates,الإحداثيات الكارتيزية,
Mathematics,,,Cartesian diagram,المستوى الديكارتي / مخطط بياني,
Mathematics,,,Cartesian equation / Symmetric equation,معادلة كارتيزية / إحداثية,
Mathematics,,,Cartesian form,الصورة الديكارتية,
Mathematics,,,Cartesian form of the equation of a plane,الصورة العامة لمعادلة المستوى,
Mathematics,,,Cartesian form / Symmetric form,الصورة الإحداثية,
Mathematics,,,Cartesian plane,المستوى الكارتيزي / الإحداثي,
Mathematics,,,Cartesian product,حاصل الضرب الديكارتي,
Mathematics,,,CAST diagram,مخطط الإشارات للدوال المثلثية,
Mathematics,,,categorical data,بيانات وصفية,
Mathematics,,,Cauchy-Schwarz inequality,متباينة كوشي-شوارتز,
Mathematics,,,Cauchy's Sequence,متتابعة كوشي,
Mathematics,,,Causation,السببية,
Mathematics,,,Cayley Hamilton theorem,نظرية كيلي-هاملتون,
Mathematics,,,Census,إحصاء السكان / الإحصاء السكاني,
Mathematics,,,Center of gravity,مركز ثقل,
Mathematics,,,Center of mass,مركز ثقل,
Mathematics,,,Centimetre,سنتيمتر,
Mathematics,,,Central angles,الزوايا المركزية,
Mathematics,,,Central Limit Theorem,نظرية الحد المركزية,
Mathematics,,,Central tendency,النزعة المركزية,
Mathematics,,,Centripetal force,قوة جاذبة مركزية,
Mathematics,,,Centroid,مركز المثلث / المركز الهندسي (للأشكال الأخرى),
Mathematics,,,Centroid Theorem,نظرية مركز المثلث,
Mathematics,,,Certain event,حدث مؤكد,
Mathematics,,,Chain rule,قاعدة السلسلة,
Mathematics,,,characteristic polynomial,كثيرة الحدود المميزة,
Mathematics,,,Chasles' relation,علاقة شال,
Mathematics,,,choose,توافيق,
Mathematics,,,Chord,وتر (في الدائرة),
Mathematics,,,circular degree,التقدير الستيني,
Mathematics,,,Circular segment,قطعة دائرية,
Mathematics,,,circumcenter,مركز الدائرة الخارجية للمثلث,
Mathematics,,,Circumcenter,مركز الدائرة الخارجية للمثلث,
Mathematics,,,Circumcircle,الدائرة المارة برءوس المضلع (الدائرة الخارجية للمثلث),
Mathematics,,,Circumcircle of triangle,الدائرة المارة برءوس المثلث,
Mathematics,,,Circumference,مُحيطُ,
Mathematics,,,circumflex,قوس دائري,
Mathematics,,,Circumscribed angle,الزاوية المحصورة بين مماسين,
Mathematics,,,circumscribed polygon,مضلع ذو دائرة داخلية‎,
Mathematics,,,Class,مجموعة/فئة,
Mathematics,,,Clockwise,فى اتجاه دوران عقارب الساعة,
Mathematics,,,Closed sentence,الجملة الرياضية المغلقة,
Mathematics,,,Closure property,خاصية الانغلاق,
Mathematics,,,Clubs,شكل السباتي (في أوراق الكوتشينة),
Mathematics,,,Cluster,عنقود,
Mathematics,,,Cluster sample,عينة عنقودية,
Mathematics,,,Co-domain (codomain),مجال مقابل,
Mathematics,,,Coefficient,معامل,
Mathematics,,,Coefficient matrix,مصفوفة المعاملات,
Mathematics,,,Coefficient of a term,معامل الحد,
Mathematics,,,coefficient of restitution,معامل الارتداد,
Mathematics,,,Coefficient of static friction,معامل الاحتكاك السكوني,
Mathematics,,,Coefficient of variation,معامل الاختلاف,
Mathematics,,,Co-factor matrix,مصفوفة العوامل,
Mathematics,,,Cofactor matrix,مصفوفة العوامل المرافقة,
Mathematics,,,Cofunction Identities,المتطابقات المثلثية للزاويتين المتتامتين / متطابقات الزاويتين المتتامتين,
Mathematics,,,coincident lines,مستقيمان منطبقان,
Mathematics,,,Collinear points,نقاط على استقامة واحدة,
Mathematics,,,Collision,التصادم,
Mathematics,,,Colloralies,نتائج,
Mathematics,,,Coloumn multiplication,الضرب الرأسي,
Mathematics,,,Column Addition,الجمع الرأسي,
Mathematics,,,Column matrix,مصفوفة عمود,
Mathematics,,,Column method,الطريقة الرأسية,
Mathematics,,,Column space of matrix,فضاء الأعمدة للمصفوفة,
Mathematics,,,Column subtraction,الطرح الرأسي,
Mathematics,,,Column Vector,متجه العمود,
Mathematics,,,combination of the functions,تركيب الدوال,
Mathematics,,,Combinations (c),التوافيق (ق),
Mathematics,,,Combinatorics,التوافقيات,
Mathematics,,,Combined variation,التغير المركب,
Mathematics,,,Common angle,زاوية مشتركة,
Mathematics,,,Common difference,أساس المتتابعة الحسابية,
Mathematics,,,Common domain,مجال مشترك,
Mathematics,,,Common external tangent,مماس خارجي مشترك,
Mathematics,,,Common factor,عامل مشترك,
Mathematics,,,Common fractions,الكسور الاعتيادية,
Mathematics,,,Common internal tangent,مماس داخلي مشترك,
Mathematics,,,Common logarithm,اللوغاريتم العشري / اللوغاريتم المعتاد,
Mathematics,,,Common multiples,المضاعفات المشتركة,
Mathematics,,,Common perpendicular,عمود مشترك,
Mathematics,,,Common ratio,أساس المتتابعة الهندسية,
Mathematics,,,Common side,الضلع المشترك,
Mathematics,,,Common velocity,سرعة مشتركة,
Mathematics,,,Commutative,الإبدال,
Mathematics,,,Commutative operation,عملية إبدالية,
Mathematics,,,Commutative property,خاصية الإبدال,
Mathematics,,,commutative ring,حلقة إبدالية,
Mathematics,,,compact set,مجموعة متراصة,
Mathematics,,,Comparing natural numbers,مقارنة الأعداد الطبيعية,
Mathematics,,,Comparison,المقارنة,
Mathematics,,,Compass,الفرجار,
Mathematics,,,Compatible numbers,أعداد لها قيمة مميزة,
Mathematics,,,Compensation,التعويض,
Mathematics,,,Compensation Strategy,التععويض للحصول على قيمة عددية مميزة,
Mathematics,,,Complementary angles,زاويتان متتامتان,
Mathematics,,,Complementary event,حدث مكمل,
Mathematics,,,Complement of the set,مكملة المجموعة,
Mathematics,,,Complete metric space,فضاء متري تام,
Mathematics,,,Complex conjugate,مرافق العدد المركب,
Mathematics,,,Complex number,عدد مركب,
Mathematics,,,Complex plane,المستوى المركب,
Mathematics,,,Component,مركّبة,
Mathematics,,,Component form,الصورة الإحداثية,
Mathematics,,,Components of the number,مكونات العدد,
Mathematics,,,Composite function,دالة مركبة,
Mathematics,,,Composite number,عدد متعدد العوامل,
Mathematics,,,Composite Number,عدد غير أولي,
Mathematics,,,Composite rectilinear shapes,أشكال مركبة من مستطيلات و مربعات,
Mathematics,,,Composition of functions,تركيب الدوال,
Mathematics,,,Compounded times per year,عدد فترات تقسيم الربح السنوي/ عدد فترات تقسيم الفائدة السنوية,
Mathematics,,,Compound event,حدث مركب,
Mathematics,,,Compound Inequalities / Double Inequalities / Two-Sided Inequalities / Double-Inequalities / Compounded Inequalities / Doubling Inequalities,المتباينات المركبة,
Mathematics,,,Compound interest,الربح المركب/ فائدة مركبة,
Mathematics,,,Compound statement,العبارة المركبة,
Mathematics,,,Compress,انكماش,
Mathematics,,,Concave,مقعر,
Mathematics,,,Concentric,متحد المركز,
Mathematics,,,Concentric circles,دوائر متحدة المركز,
Mathematics,,,conclusion,نتيجة,
Mathematics,,,Concrete model,نموذج مجسم,
Mathematics,,,Concurrence Point,نقطة تلاقي متوسطات المثلث,
Mathematics,,,Concurrent,متلاقية فى نقطة,
Mathematics,,,Conditional convergence,التقارب الشرطي,
Mathematics,,,Conditional principle of counting,مبدأ العد المشروط,
Mathematics,,,Conditional probability,الاحتمال الشرطي,
Mathematics,,,conditional statement,العبارة الشرطية,
Mathematics,,,Cone,مخروط,
Mathematics,,,Cone drawer / Slant height of cone,راسم المخروط,
Mathematics,,,Confidence Intervals,فترات الثقة,
Mathematics,,,Confounding variable,متغير ملازم,
Mathematics,,,Congruence,التطابق,
Mathematics,,,Congruence module n /Congruence (mod) n,تطابق بمقياس ن,
Mathematics,,,Congruency,التطابق,
Mathematics,,,Congruent,متطابق,
Mathematics,,,Conical,مخروطي,
Mathematics,,,Conic equation,معادلة قطع مخروطي,
Mathematics,,,Conjecture,التخمين,
Mathematics,,,Conjugate,مرافق,
Mathematics,,,Conjugate numbers,العددان المترافقان,
Mathematics,,,Conjugate Root Theorem,نظرية مرافق الجذر المركب,
Mathematics,,,Consecutive angles,زاويتان متجاورتان,
Mathematics,,,Consecutive Divisions,عمليات قسمة متتالية,
Mathematics,,,Consecutive numbers,أعداد متتالية,
Mathematics,,,Consequent of ratio,تالي النسبة,
Mathematics,,,Conservation of energy,حفظ الطاقة,
Mathematics,,,Conservation of momentum,حفظ كمية الحركة,
Mathematics,,,Conservative field,حقل محافظ,
Mathematics,,,Consistent matrix,مصفوفة متسقة,
Mathematics,,,Consistent system of equations,نظام معادلات متسق,
Mathematics,,,Constant,ثابت,
Mathematics,,,constant multiple property of limits,خاصية الضرب في عدد ثابت للنهايات,
Mathematics,,,Constant multiple rule,قاعدة الضرب في عدد ثابت,
Mathematics,,,Constant rule,قاعدة مشتقة الدالة الثابتة,
Mathematics,,,Constants matrix,مصفوفة الثوابت,
Mathematics,,,Constraints,قيود,
Mathematics,,,Contact,تلامس,
Mathematics,,,Contingency table,الجدول التوافقي,
Mathematics,,,Continued fraction,كسر مستمر,
Mathematics,,,Continued proportional,التناسب المتسلسل,
Mathematics,,,Continuity,الاتصال,
Mathematics,,,Continuous random variable,متغير عشوائي متصل,
Mathematics,,,Contraction mapping,التطبيق الانكماشي,
Mathematics,,,Contrapositive,المعاكس الإيجابي,
Mathematics,,,Contrapositive statement,عبارة المعاكس الإيجابي,
Mathematics,,,control group,المجموعة الضابطة,
Mathematics,,,Convenience sample = grab sample = accidental sample = opportunity sample,عينة عرضية,
Mathematics,,,Converse,العكس,
Mathematics,,,Converse statement,عبارة العكس,
Mathematics,,,Converting,التحويل,
Mathematics,,,Convexity,التحدب,
Mathematics,,,Convex polygon,المضلع المحدب,
Mathematics,,,Coordinate geometry,هندسة مستوية,
Mathematics,,,Coordinates,إحداثيات,
Mathematics,,,Coplanar,في نفس المستوى / تقع في مستوى واحد,
Mathematics,,,Corollaries,نتائج,
Mathematics,,,Corollary,نتيجة,
Mathematics,,,Correlation,الارتباط,
Mathematics,,,Corresponding,مناظر,
Mathematics,,,Cosecant,قاطع تمام,
